user_id,item_id,rating,time_period
0,0,5.0,0
0,0,5.0,0
1,1,5.0,0
2,2,5.0,0
3,1,4.0,0
4,3,5.0,0
5,4,4.0,0
6,5,5.0,0
7,6,5.0,0
6,7,3.0,0
8,8,4.0,0
9,1,1.0,0
10,9,4.0,0
6,10,5.0,0
10,1,5.0,0
11,11,5.0,0
11,1,5.0,0
11,12,2.0,0
12,13,5.0,0
11,14,5.0,0
11,1,2.0,0
11,15,3.0,0
13,16,5.0,0
14,17,4.0,0
11,18,3.0,0
15,19,3.0,0
16,20,5.0,0
17,21,5.0,0
16,22,5.0,0
18,23,3.0,0
19,24,1.0,0
20,24,5.0,0
20,1,5.0,0
20,25,5.0,0
21,1,5.0,0
22,26,4.0,0
23,27,2.0,0
24,28,5.0,0
25,29,4.0,0
26,30,5.0,0
26,30,5.0,0
27,28,3.0,0
28,31,1.0,0
29,32,1.0,0
30,33,5.0,0
29,1,1.0,0
29,34,5.0,0
31,35,5.0,0
32,36,4.0,0
32,37,4.0,0
33,1,5.0,0
34,38,1.0,0
19,1,4.0,0
35,24,5.0,0
36,39,5.0,0
37,40,5.0,0
38,1,5.0,0
39,41,3.0,0
39,41,3.0,0
40,42,5.0,0
41,43,2.0,0
41,1,5.0,0
42,44,5.0,0
43,45,5.0,0
43,46,5.0,0
44,47,5.0,0
45,48,5.0,0
46,49,4.0,0
47,24,2.0,0
46,50,5.0,0
46,51,1.0,0
48,52,4.0,0
48,52,4.0,0
49,53,5.0,0
50,15,4.0,0
51,54,3.0,0
52,15,3.0,0
52,15,3.0,0
53,55,4.0,0
54,56,5.0,0
55,57,5.0,0
19,58,5.0,0
56,59,5.0,0
57,60,5.0,0
58,61,2.0,0
59,62,5.0,0
60,63,5.0,0
61,64,1.0,0
62,65,5.0,0
63,66,5.0,0
64,8,5.0,0
65,67,4.0,0
66,29,5.0,0
67,68,5.0,0
5,1,4.0,0
68,46,5.0,0
68,61,5.0,0
68,69,5.0,0
68,70,5.0,0
69,71,5.0,0
70,72,5.0,0
70,73,4.0,0
70,74,4.0,0
71,75,5.0,0
71,76,4.0,0
72,77,4.0,0
73,24,2.0,0
70,78,3.0,0
74,79,4.0,0
11,80,4.0,0
11,15,5.0,0
11,81,5.0,0
11,24,4.0,0
11,82,5.0,0
11,24,5.0,0
11,15,4.0,0
75,83,3.0,0
76,84,5.0,0
77,82,5.0,0
78,85,5.0,0
78,86,5.0,0
79,87,4.0,0
80,88,5.0,0
81,89,5.0,0
81,90,3.0,0
82,61,4.0,0
83,91,5.0,0
84,1,1.0,0
83,92,5.0,0
84,8,2.0,0
85,93,4.0,0
85,94,5.0,0
85,95,5.0,0
85,96,4.0,0
86,97,4.0,0
87,98,1.0,0
88,99,1.0,0
86,100,4.0,0
86,29,4.0,0
89,8,4.0,0
89,8,4.0,0
90,101,5.0,0
91,102,1.0,0
91,1,5.0,0
92,103,5.0,0
93,104,5.0,0
94,105,5.0,0
94,67,5.0,0
94,52,5.0,0
95,50,5.0,0
95,106,2.0,0
96,107,1.0,0
97,108,1.0,0
75,109,5.0,0
98,70,5.0,0
99,110,5.0,0
100,111,5.0,0
101,32,5.0,0
102,8,5.0,0
102,112,5.0,0
103,24,5.0,0
39,1,4.0,0
39,1,4.0,0
104,49,5.0,0
105,113,5.0,0
106,78,5.0,0
106,78,5.0,0
106,78,5.0,0
106,114,5.0,0
106,114,5.0,0
106,114,5.0,0
107,115,5.0,0
108,42,5.0,0
98,116,5.0,0
109,117,5.0,0
109,8,5.0,0
110,8,3.0,0
111,118,3.0,0
111,119,5.0,0
112,120,5.0,0
112,121,3.0,0
113,63,5.0,0
113,122,2.0,0
114,123,2.0,0
115,46,4.0,0
116,124,5.0,0
115,8,5.0,0
116,125,3.0,0
117,1,5.0,0
115,126,5.0,0
115,127,5.0,0
118,118,5.0,0
118,73,5.0,0
119,128,5.0,0
120,129,5.0,0
121,130,5.0,0
122,1,5.0,0
123,131,5.0,0
124,132,5.0,0
125,133,5.0,0
126,134,4.0,0
125,24,2.0,0
125,15,5.0,0
127,70,5.0,0
125,46,5.0,0
128,29,5.0,0
125,1,5.0,0
125,135,5.0,0
125,136,5.0,0
125,137,5.0,0
125,138,5.0,0
125,139,5.0,0
125,140,1.0,0
115,141,5.0,0
125,75,5.0,0
125,1,5.0,0
125,96,5.0,0
129,142,2.0,0
129,24,4.0,0
129,143,3.0,0
130,1,5.0,0
131,109,5.0,0
132,46,4.0,0
133,144,5.0,0
134,145,3.0,0
134,146,5.0,0
133,147,5.0,0
135,148,5.0,0
64,149,5.0,0
136,150,5.0,0
137,151,4.0,0
137,152,5.0,0
137,153,5.0,0
136,61,5.0,0
136,154,5.0,0
136,155,5.0,0
138,156,4.0,0
138,61,4.0,0
139,157,4.0,0
140,158,4.0,0
140,159,4.0,0
140,160,3.0,0
140,161,3.0,0
141,162,5.0,0
142,163,5.0,0
143,164,4.0,0
144,165,3.0,0
145,1,3.0,0
146,63,5.0,0
147,166,1.0,0
147,167,1.0,0
70,168,5.0,0
76,24,5.0,0
148,24,4.0,0
149,169,4.0,0
150,170,5.0,0
151,29,1.0,0
152,171,5.0,0
153,172,1.0,0
154,24,5.0,0
154,72,5.0,0
155,1,5.0,0
156,4,5.0,0
157,173,4.0,0
158,174,5.0,0
159,1,4.0,0
160,29,5.0,0
161,175,4.0,0
162,176,5.0,0
163,177,1.0,0
164,33,5.0,0
165,61,3.0,0
166,178,5.0,0
167,1,5.0,0
167,179,4.0,0
168,180,3.0,0
168,63,5.0,0
168,63,5.0,0
169,23,5.0,0
170,150,3.0,0
170,181,5.0,0
170,182,5.0,0
170,183,5.0,0
170,8,5.0,0
171,46,5.0,0
172,184,5.0,0
173,185,2.0,0
174,8,4.0,0
175,186,5.0,0
175,61,5.0,0
175,61,5.0,0
176,1,3.0,0
1,187,3.0,0
177,96,2.0,0
177,1,3.0,0
178,188,3.0,0
9,189,1.0,0
9,166,5.0,0
9,190,5.0,0
179,191,4.0,0
179,46,5.0,0
180,192,5.0,0
180,193,5.0,0
181,194,5.0,0
181,195,5.0,0
181,165,3.0,0
180,196,5.0,0
180,197,5.0,0
182,1,2.0,0
182,24,3.0,0
161,198,3.0,0
129,185,1.0,0
183,199,5.0,0
183,200,5.0,0
184,60,3.0,0
185,35,5.0,0
186,201,4.0,0
187,1,2.0,0
188,202,5.0,0
189,203,5.0,0
189,204,5.0,0
190,205,5.0,0
190,206,5.0,0
191,207,5.0,0
191,24,4.0,0
191,208,4.0,0
192,1,5.0,0
192,209,3.0,0
192,105,5.0,0
192,210,5.0,0
193,24,4.0,0
193,29,5.0,0
194,18,5.0,0
181,41,4.0,0
195,211,5.0,0
196,1,5.0,0
197,212,4.0,0
198,213,5.0,0
198,144,5.0,0
130,214,4.0,0
130,24,5.0,0
69,215,4.0,0
199,216,5.0,0
199,1,4.0,0
199,217,5.0,0
199,1,5.0,0
200,218,5.0,0
201,219,5.0,0
202,184,4.0,0
203,220,5.0,0
204,221,5.0,0
205,29,4.0,0
206,8,3.0,0
207,222,5.0,0
208,223,5.0,0
209,224,3.0,0
210,27,4.0,0
210,27,4.0,0
51,225,1.0,0
51,226,1.0,0
211,24,5.0,0
212,227,5.0,0
213,228,4.0,0
213,229,5.0,0
213,230,1.0,0
214,38,2.0,0
130,231,4.0,0
215,15,5.0,0
215,15,5.0,0
216,59,2.0,0
217,1,5.0,0
218,169,5.0,0
219,232,2.0,0
199,1,5.0,0
220,66,1.0,0
220,66,1.0,0
221,1,5.0,0
222,233,4.0,0
223,234,5.0,0
223,234,5.0,0
224,235,5.0,0
225,1,5.0,0
225,236,5.0,0
226,94,4.0,0
83,237,5.0,0
227,238,5.0,0
227,45,5.0,0
228,239,5.0,0
228,218,5.0,0
106,240,5.0,0
106,240,5.0,0
106,240,5.0,0
229,241,4.0,0
229,188,4.0,0
229,242,4.0,0
230,243,3.0,0
231,244,4.0,0
232,15,5.0,0
232,15,5.0,0
232,15,5.0,0
233,245,5.0,0
234,24,5.0,0
234,24,5.0,0
235,246,2.0,0
236,24,4.0,0
237,247,4.0,0
237,248,1.0,0
238,249,3.0,0
239,250,5.0,0
240,251,5.0,0
241,252,4.0,0
242,253,5.0,0
243,254,4.0,0
244,24,5.0,0
245,198,5.0,0
245,14,5.0,0
246,255,5.0,0
247,256,5.0,0
248,24,5.0,0
248,24,5.0,0
248,143,5.0,0
249,6,5.0,0
136,257,5.0,0
136,258,5.0,0
226,150,5.0,0
136,259,5.0,0
217,260,5.0,0
217,261,5.0,0
248,8,5.0,0
248,181,5.0,0
200,262,5.0,0
37,263,5.0,0
250,264,5.0,0
251,8,4.0,0
251,265,3.0,0
200,29,1.0,0
252,1,5.0,0
253,109,5.0,0
254,29,5.0,0
255,165,3.0,0
256,1,5.0,0
257,266,5.0,0
256,267,5.0,0
258,268,4.0,0
258,269,5.0,0
258,270,5.0,0
258,271,5.0,0
258,24,4.0,0
259,34,5.0,0
258,272,5.0,0
258,66,5.0,0
259,273,5.0,0
259,274,5.0,0
260,275,5.0,0
261,242,1.0,0
262,276,3.0,0
263,23,5.0,0
264,24,4.0,0
264,24,5.0,0
264,276,5.0,0
265,46,2.0,0
266,103,5.0,0
266,277,1.0,0
266,278,4.0,0
266,279,3.0,0
267,68,4.0,0
